id,country,state,city,station,last_update,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,pollutant_unit
1,India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","10-12-2020 03:00:00",PM2.5,58,123,88,NA
2,India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","10-12-2020 03:00:00",PM10,63,113,86,NA
3,India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","10-12-2020 03:00:00",NO2,15,43,25,NA
4,India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","10-12-2020 03:00:00",NH3,3,4,4,NA
5,India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","10-12-2020 03:00:00",SO2,15,29,20,NA
6,India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","10-12-2020 03:00:00",CO,12,34,20,NA
7,India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","10-12-2020 03:00:00",OZONE,2,84,49,NA
8,India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","10-12-2020 03:00:00",PM2.5,64,316,142,NA
9,India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","10-12-2020 03:00:00",PM10,73,196,126,NA
10,India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","10-12-2020 03:00:00",NO2,14,101,36,NA
id,country,state,city,station,last_update,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,pollutant_unit
11,India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","10-12-2020 03:00:00",NH3,2,4,3,NA
12,India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","10-12-2020 03:00:00",SO2,12,55,23,NA
13,India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","10-12-2020 03:00:00",CO,19,111,72,NA
14,India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","10-12-2020 03:00:00",OZONE,20,165,165,NA
15,India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB","10-12-2020 03:00:00",PM2.5,34,61,47,NA
16,India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB","10-12-2020 03:00:00",PM10,34,63,51,NA
17,India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB","10-12-2020 03:00:00",NO2,18,56,34,NA
18,India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB","10-12-2020 03:00:00",NH3,2,2,2,NA
19,India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB","10-12-2020 03:00:00",SO2,4,11,8,NA
20,India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB","10-12-2020 03:00:00",CO,26,42,36,NA
id,country,state,city,station,last_update,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,pollutant_unit
21,India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB","10-12-2020 03:00:00",OZONE,15,35,28,NA
22,India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","10-12-2020 03:00:00",PM2.5,55,353,193,NA
23,India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","10-12-2020 03:00:00",PM10,68,430,217,NA
24,India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","10-12-2020 03:00:00",NO2,11,86,45,NA
25,India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","10-12-2020 03:00:00",NH3,1,3,1,NA
26,India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","10-12-2020 03:00:00",SO2,4,88,19,NA
27,India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","10-12-2020 03:00:00",CO,29,133,62,NA
