id,country,state,city,station,last_update,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,pollutant_unit
1,India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","24-03-2021 11:00:00",PM2.5,49,96,69,NA
2,India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","24-03-2021 11:00:00",PM10,82,131,108,NA
3,India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","24-03-2021 11:00:00",NO2,14,34,18,NA
4,India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","24-03-2021 11:00:00",NH3,2,4,3,NA
5,India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","24-03-2021 11:00:00",SO2,1,36,17,NA
6,India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","24-03-2021 11:00:00",CO,8,60,25,NA
7,India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","24-03-2021 11:00:00",OZONE,1,69,43,NA
8,India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","24-03-2021 11:00:00",PM2.5,82,188,117,NA
9,India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","24-03-2021 11:00:00",PM10,129,237,154,NA
10,India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","24-03-2021 11:00:00",NO2,12,44,26,NA
id,country,state,city,station,last_update,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,pollutant_unit
11,India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","24-03-2021 11:00:00",NH3,4,6,4,NA
12,India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","24-03-2021 11:00:00",SO2,10,42,21,NA
13,India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","24-03-2021 11:00:00",CO,14,83,30,NA
14,India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","24-03-2021 11:00:00",OZONE,5,44,24,NA
15,India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB","24-03-2021 11:00:00",PM2.5,41,390,113,NA
16,India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB","24-03-2021 11:00:00",PM10,48,270,101,NA
17,India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB","24-03-2021 11:00:00",NO2,35,98,61,NA
18,India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB","24-03-2021 11:00:00",NH3,3,5,3,NA
19,India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB","24-03-2021 11:00:00",SO2,6,16,12,NA
20,India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB","24-03-2021 11:00:00",CO,31,95,58,NA
id,country,state,city,station,last_update,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,pollutant_unit
21,India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB","24-03-2021 11:00:00",OZONE,5,51,29,NA
22,India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","24-03-2021 11:00:00",PM2.5,93,301,169,NA
23,India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","24-03-2021 11:00:00",PM10,133,294,206,NA
24,India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","24-03-2021 11:00:00",NO2,19,142,81,NA
25,India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","24-03-2021 11:00:00",NH3,7,13,9,NA
26,India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","24-03-2021 11:00:00",SO2,1,22,9,NA
27,India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","24-03-2021 11:00:00",CO,21,111,65,NA
28,India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","24-03-2021 11:00:00",OZONE,9,56,18,NA
29,India,Assam,Guwahati,"Pan Bazaar, Guwahati - APCB","24-03-2021 11:00:00",PM2.5,158,402,334,NA
30,India,Assam,Guwahati,"Pan Bazaar, Guwahati - APCB","24-03-2021 11:00:00",PM10,181,422,286,NA
id,country,state,city,station,last_update,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,pollutant_unit
31,India,Assam,Guwahati,"Pan Bazaar, Guwahati - APCB","24-03-2021 11:00:00",NO2,20,93,40,NA
32,India,Assam,Guwahati,"Pan Bazaar, Guwahati - APCB","24-03-2021 11:00:00",NH3,1,12,4,NA
