id,country,state,city,station,last_update,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,pollutant_unit
1,India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","03-12-2020 11:00:00",PM2.5,49,339,104,NA
2,India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","03-12-2020 11:00:00",PM10,59,185,95,NA
3,India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","03-12-2020 11:00:00",NO2,18,62,27,NA
4,India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","03-12-2020 11:00:00",NH3,3,6,4,NA
5,India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","03-12-2020 11:00:00",SO2,5,31,20,NA
6,India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","03-12-2020 11:00:00",CO,7,54,29,NA
7,India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","03-12-2020 11:00:00",OZONE,35,76,57,NA
8,India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","03-12-2020 11:00:00",PM2.5,64,191,96,NA
9,India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","03-12-2020 11:00:00",PM10,68,136,105,NA
10,India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","03-12-2020 11:00:00",NO2,10,37,22,NA
id,country,state,city,station,last_update,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,pollutant_unit
11,India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","03-12-2020 11:00:00",NH3,2,4,3,NA
12,India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","03-12-2020 11:00:00",SO2,10,36,20,NA
13,India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","03-12-2020 11:00:00",CO,15,49,34,NA
14,India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","03-12-2020 11:00:00",OZONE,47,164,58,NA
15,India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB","03-12-2020 11:00:00",PM2.5,7,75,56,NA
16,India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB","03-12-2020 11:00:00",PM10,13,66,49,NA
17,India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB","03-12-2020 11:00:00",NO2,11,36,24,NA
18,India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB","03-12-2020 11:00:00",NH3,1,2,2,NA
19,India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB","03-12-2020 11:00:00",SO2,2,11,7,NA
20,India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB","03-12-2020 11:00:00",CO,36,45,38,NA
id,country,state,city,station,last_update,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,pollutant_unit
21,India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB","03-12-2020 11:00:00",OZONE,25,59,40,NA
22,India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","03-12-2020 11:00:00",PM2.5,77,140,107,NA
23,India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","03-12-2020 11:00:00",PM10,98,122,111,NA
24,India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","03-12-2020 11:00:00",NO2,7,29,15,NA
25,India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","03-12-2020 11:00:00",NH3,1,1,1,NA
26,India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","03-12-2020 11:00:00",SO2,3,19,14,NA
27,India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","03-12-2020 11:00:00",CO,27,76,34,NA
28,India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","03-12-2020 11:00:00",OZONE,62,124,92,NA
29,India,Assam,Guwahati,"Railway Colony, Guwahati - APCB","03-12-2020 11:00:00",PM2.5,32,329,175,NA
30,India,Assam,Guwahati,"Railway Colony, Guwahati - APCB","03-12-2020 11:00:00",PM10,45,337,145,NA
id,country,state,city,station,last_update,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,pollutant_unit
31,India,Assam,Guwahati,"Railway Colony, Guwahati - APCB","03-12-2020 11:00:00",NO2,13,57,29,NA
32,India,Assam,Guwahati,"Railway Colony, Guwahati - APCB","03-12-2020 11:00:00",NH3,1,1,1,NA
33,India,Assam,Guwahati,"Railway Colony, Guwahati - APCB","03-12-2020 11:00:00",SO2,25,28,27,NA
34,India,Assam,Guwahati,"Railway Colony, Guwahati - APCB","03-12-2020 11:00:00",CO,32,101,63,NA
35,India,Assam,Guwahati,"Railway Colony, Guwahati - APCB","03-12-2020 11:00:00",OZONE,14,25,20,NA
36,India,Bihar,Gaya,"Collectorate, Gaya - BSPCB","03-12-2020 11:00:00",PM2.5,90,357,181,NA
37,India,Bihar,Gaya,"Collectorate, Gaya - BSPCB","03-12-2020 11:00:00",NO2,8,11,9,NA
38,India,Bihar,Gaya,"Collectorate, Gaya - BSPCB","03-12-2020 11:00:00",SO2,5,34,16,NA
