id,country,state,city,station,last_update,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,pollutant_unit
1,India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","06-12-2020 05:00:00",PM2.5,50,257,118,NA
2,India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","06-12-2020 05:00:00",PM10,58,139,93,NA
3,India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","06-12-2020 05:00:00",NO2,13,40,20,NA
4,India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","06-12-2020 05:00:00",NH3,4,6,5,NA
5,India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","06-12-2020 05:00:00",SO2,15,22,18,NA
6,India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","06-12-2020 05:00:00",CO,7,48,18,NA
7,India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","06-12-2020 05:00:00",OZONE,38,78,63,NA
8,India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","06-12-2020 05:00:00",PM2.5,NA,NA,NA,NA
9,India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","06-12-2020 05:00:00",PM10,NA,NA,NA,NA
10,India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","06-12-2020 05:00:00",NO2,NA,NA,NA,NA
id,country,state,city,station,last_update,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,pollutant_unit
11,India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","06-12-2020 05:00:00",NH3,NA,NA,NA,NA
12,India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","06-12-2020 05:00:00",SO2,2,50,26,NA
13,India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","06-12-2020 05:00:00",CO,24,105,54,NA
14,India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","06-12-2020 05:00:00",OZONE,51,95,83,NA
15,India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB","06-12-2020 05:00:00",PM2.5,3,24,9,NA
16,India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB","06-12-2020 05:00:00",PM10,3,22,11,NA
17,India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB","06-12-2020 05:00:00",NO2,8,32,22,NA
18,India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB","06-12-2020 05:00:00",NH3,1,2,2,NA
19,India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB","06-12-2020 05:00:00",SO2,5,12,8,NA
20,India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB","06-12-2020 05:00:00",CO,36,43,39,NA
id,country,state,city,station,last_update,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,pollutant_unit
21,India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB","06-12-2020 05:00:00",OZONE,21,153,44,NA
