id,country,state,city,station,last_update,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,pollutant_unit
1,India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","09-12-2020 10:00:00",PM2.5,58,182,101,NA
2,India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","09-12-2020 10:00:00",PM10,68,124,92,NA
3,India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","09-12-2020 10:00:00",NO2,18,43,27,NA
4,India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","09-12-2020 10:00:00",NH3,3,4,4,NA
5,India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","09-12-2020 10:00:00",SO2,14,36,22,NA
6,India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","09-12-2020 10:00:00",CO,8,32,22,NA
7,India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","09-12-2020 10:00:00",OZONE,4,82,54,NA
8,India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","09-12-2020 10:00:00",PM2.5,48,316,110,NA
9,India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","09-12-2020 10:00:00",PM10,50,196,111,NA
10,India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","09-12-2020 10:00:00",NO2,14,101,33,NA
id,country,state,city,station,last_update,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,pollutant_unit
11,India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","09-12-2020 10:00:00",NH3,2,4,3,NA
12,India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","09-12-2020 10:00:00",SO2,9,43,21,NA
13,India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","09-12-2020 10:00:00",CO,7,122,71,NA
14,India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","09-12-2020 10:00:00",OZONE,20,156,81,NA
15,India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB","09-12-2020 10:00:00",PM2.5,11,50,32,NA
16,India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB","09-12-2020 10:00:00",PM10,14,59,33,NA
17,India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB","09-12-2020 10:00:00",NO2,13,44,26,NA
18,India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB","09-12-2020 10:00:00",NH3,1,2,2,NA
19,India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB","09-12-2020 10:00:00",SO2,4,10,8,NA
20,India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB","09-12-2020 10:00:00",CO,34,43,40,NA
id,country,state,city,station,last_update,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,pollutant_unit
21,India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB","09-12-2020 10:00:00",OZONE,13,125,26,NA
22,India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","09-12-2020 10:00:00",PM2.5,55,383,158,NA
23,India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","09-12-2020 10:00:00",PM10,68,416,177,NA
24,India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","09-12-2020 10:00:00",NO2,16,254,106,NA
25,India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","09-12-2020 10:00:00",NH3,1,9,3,NA
26,India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","09-12-2020 10:00:00",SO2,1,45,14,NA
27,India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","09-12-2020 10:00:00",CO,26,133,62,NA
28,India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","09-12-2020 10:00:00",OZONE,12,182,57,NA
29,India,Assam,Guwahati,"Railway Colony, Guwahati - APCB","09-12-2020 10:00:00",PM2.5,44,417,202,NA
30,India,Assam,Guwahati,"Railway Colony, Guwahati - APCB","09-12-2020 10:00:00",PM10,41,422,162,NA
id,country,state,city,station,last_update,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,pollutant_unit
